"maakunta" "maalk" "puulaji" "dfactor" "hfactor"
1 1 1 1.07603587210178 0.985716953873634
1 1 2 0.994199439883232 0.916557684540749
1 1 3 1.10998220741749 1.01466841995716
1 1 4 0.902401581406593 0.891669020056725
1 1 5 1.1272407323122 1.00967057049274
2 1 1 1.0406918078661 0.974037423729897
2 1 2 0.99204994738102 0.922607555985451
2 1 3 1.06580026447773 0.989712700247765
2 1 4 0.755575224757195 0.812112465500832
2 1 5 1.07227332890034 0.980042591691017
4 1 1 1.04055248200893 0.985276252031326
4 1 2 0.974666997790337 0.903681591153145
4 1 3 1.13601192831993 1.070322021842
4 1 4 0.82253061234951 0.845973864197731
4 1 5 1.16747684776783 1.05510234832764
5 1 1 1.05272747576237 0.995292440056801
5 1 2 1.00681997835636 0.944711938500404
5 1 3 1.08690477907658 1.02420218288898
5 1 4 0.88763527572155 0.89444138109684
5 1 5 1.10780216753483 0.99773995578289
6 1 1 1.05495445430279 0.986155793070793
6 1 2 0.981940254569054 0.916971191763878
6 1 3 1.07304818928242 1.01942040026188
6 1 4 0.842249691486359 0.873508974909782
6 1 5 1.10036574304104 0.991558209061623
7 1 1 1.06237672269344 0.992846414446831
7 1 2 1.01002298295498 0.950505509972572
7 1 3 1.08856700360775 1.01077027618885
7 1 4 0.884322002530098 0.885345712304115
7 1 5 1.115443110466 1.01047895848751
8 1 1 1.05486281216145 0.980388298630714
8 1 2 0.984314009547234 0.914050564169884
8 1 3 1.07215858995914 0.991480723023415
8 1 4 0.881910249590874 0.868859067559242
8 1 5 1.29770256578922 1.07078768312931
9 1 1 1.04484401643276 0.982829853892326
9 1 2 1.00349925458431 0.931219682097435
9 1 3 1.08809761703014 0.997919514775276
9 1 4 0.842813327908516 0.841012522578239
9 1 5 1.30675129592419 1.04301229119301
10 1 1 1.05839215219021 0.99156491458416
10 1 2 0.999253168702126 0.928322151303291
10 1 3 1.1000207811594 1.01785726845264
10 1 4 0.881722494959831 0.863507315516472
10 1 5 1.2010208517313 0.973016694188118
11 1 1 1.0548359900713 0.992057397961617
11 1 2 0.997191593050957 0.924133434891701
11 1 3 1.07580117881298 1.02196924388409
11 1 4 0.91836966574192 0.902891084551811
11 1 5 1.32574506103992 1.08041755855083
12 1 1 1.03610448539257 0.977818593382835
12 1 2 0.985385403037071 0.915158465504646
12 1 3 1.05682678520679 0.995478704571724
12 1 4 0.853245630860329 0.848966017365456
12 1 5 1.07192315161228 0.968848839402199
13 1 1 1.04584649205208 0.987051352858543
13 1 2 0.984527096152306 0.922400057315826
13 1 3 1.06615267693996 1.03369385004044
13 1 4 0.85842452943325 0.873807743191719
13 1 5 1.23332060873508 1.0366427898407
14 1 1 1.02077342569828 0.975041761994362
14 1 2 0.962768420577049 0.893005654215813
14 1 3 1.07379250228405 1.02790884673595
14 1 4 0.851757749915123 0.853954181075096
14 1 5 1.1318351328373 0.993931218981743
15 1 1 1.04440070688725 0.972888544201851
15 1 2 0.965811237692833 0.876925066113472
15 1 3 1.05597071349621 1.00494876503944
15 1 4 0.836557820439339 0.849497616291046
15 1 5 1.22585140168667 1.00533656775951
16 1 1 1.02643437683582 0.980888977646828
16 1 2 1.04455567896366 0.94881497323513
16 1 3 1.1786899715662 1.05439268052578
16 1 4 0.806309953331947 0.847142115235329
16 1 5 0.969110354781151 0.924981310963631
17 1 1 1.01620025932789 0.95748670399189
17 1 2 0.970457419753075 0.890172943472862
17 1 3 1.24366275966167 1.1588628590107
17 1 4 0.848827436566353 0.856999978423119
17 1 5 1.09631523489952 1.00989036262035
18 1 1 1.045907959342 0.974132791161537
18 1 2 0.973239466547966 0.892095193266869
18 1 3 1.1388323456049 1.10895253717899
18 1 4 0.863634720444679 0.868096128106117
18 1 5 1.15925140678883 1.03981636464596
19 1 1 1.03265710175037 0.953899994492531
19 1 2 0.95399908721447 0.876943692564964
19 1 3 1.0959043353796 1.02669216692448
19 1 4 0.849357917904854 0.867129042744637
19 1 5 1.12064845860004 0.995153859257698
21 1 1 1.05976603925228 0.971701666712761
21 1 2 0.970875397324562 0.891687646508217
21 1 3 1.07380293309689 0.990593358874321
21 1 4 0.89359275996685 0.866332575678825
21 1 5 1.11043594777584 0.995580777525902
30 1 1 1.12781889736652 0.969101414084435
30 1 2 1.15151919424534 0.989471301436424
30 1 3 1.38816080987453 1.11966386437416
30 1 4 0.595644041895866 0.739869400858879
30 1 5 1.26774564385414 1.13515101373196
